ISIN,Name,BSE,NSE,Fair Value,Industry
INE221B01012,Dynamatic Technologies Limited,505242,DYNAMATECH,10,Industrial Machinery
INE221B01012,Dynamatic Technologies Limited,505242,DYNAMATECH,10,Industrial Machinery
INE741L01018,Dynacons Technologies Limited,534674,DYNATECH,1,Comm.Trading  And Distribution
INE962C01027,Eastern Silk Industries Limited,590022,EASTSILK,2,Textiles
INE268C01029,Easun Reyrolle Limited,532751,EASUNREYRL,2,Other Elect.Equip./ Prod.
INE588B01014,ECE Industries Limited,532487,ECEIND,10,0
INE738I01010,eClerx Services Limited,532927,ECLERX,10,BPO/KPO
INE532F01054,Edelweiss Financial Services Limited,532922,EDELWEISS,1,Other Financial Services
INE180G01019,Empee Distilleries Limited,532920,EDL,10,Breweries And Distilleries
INE216H01027,Educomp Solutions Limited,532696,EDUCOMP,2,Education
INE066A01013,Eicher Motors Limited,505200,EICHERMOT,10,2/3 Wheelers
INE126A01031,EID Parry India Limited,500125,EIDPARRY,1,Sugar
INE276C01014,EIH Associated Hotels Limited,523127,EIHAHOTELS,10,Hotels
INE230A01023,EIH Limited,500840,EIHOTEL,2,Hotels
INE158B01016,Eimco Elecon (India) Limited,523708,EIMCOELECO,10,Industrial Machinery
INE184H01027,Everest Kanto Cylinder Limited,532684,EKC,2,Other Industrial Products
INE975A01015,Elder Pharmaceuticals Limited,532322,ELDERPHARM,10,Pharmaceuticals
INE205B01023,Elecon Engineering Company Limited,505700,ELECON,2,Industrial Machinery
INE086A01029,Electrosteel Castings Limited,500128,ELECTCAST,1,Construction And Engineering
INE822G01016,Electrotherm (India) Limited,526608,ELECTHERM,10,Iron And Steel Products
INE158F01017,EL Forge Limited,531144,ELFORGE,10,Auto Parts And Equipment
INE285A01027,Elgi Equipments Limited,522074,ELGIEQUIP,1,Industrial Machinery
INE778K01012,Emami Infrastructure Limited,533218,EMAMIINFRA,2,Realty
INE548C01032,Emami Limited,531162,EMAMILTD,1,Personal Products
INE078A01026,Emco Limited,504008,EMCO,2,Heavy Electrical Equipment
INE296H01011,Emkay Global Financial Services Limited,532737,EMKAY,10,Other Financial Services
INE753K01015,Emmbi Industries Limited,533161,EMMBI,10,Containers And Packaging
INE928B01012,Empee Sugars and Chemicals Limited,500132,EMPEESUG,10,Sugar
INE306C01019,Energy Development Company Limited,532219,ENERGYDEV,10,Electric Utilities
INE510A01028,Engineers India Limited,532178,ENGINERSIN,5,Consulting Services
INE265F01028,Entertainment Network (India) Limited,532700,ENIL,10,Broadcasting And Cable TV
INE826A01028,Entegra Limited,532287,ENTEGRA,10,Electric Utilities
INE076H01025,Eon Electric Limited,532658,EON,5,Other Elect.Equip./ Prod.
INE039E01020,Era Infra Engineering Limited,530323,ERAINFRA,2,Construction And Engineering
INE416L01017,Eros International Media Limited,533261,EROSMEDIA,10,Movies And Entertainment
INE284A01012,Esab India Limited,500133,ESABINDIA,10,Other Industrial Goods
INE042A01014,Escorts Limited,500495,ESCORTS,10,Commercial Vehicles
INE481K01013,Electrosteel Steels Limited,533264,ESL,10,Construction And Engineering
INE011A01019,Essar Oil Limited,500134,ESSAROIL,10,Integrated Oil And Gas
INE282A01024,Essar Ports Limited,500630,ESSARPORTS,10,Marine Port And Services
INE122M01019,Essar Shipping Limited,533704,ESSARSHPNG,10,Shipping
INE825H01017,Ess Dee Aluminium Limited,532787,ESSDEE,10,Household Products
INE255A01020,Essel Propack Limited,500135,ESSELPACK,2,Containers And Packaging
INE778B01029,Ester Industries Limited,500136,ESTER,5,Commodity Chemicals
INE649H01011,Euro Ceramics Limited,532823,EUROCERA,10,Furniture-Furnishing-Paints
INE063J01011,Euro Multivision Limited,533109,EUROMULTI,10,Storage Media And Peripherals
INE022C01012,Eurotex Industries and Exports Limited,521014,EUROTEXIND,10,Textiles
INE128A01029,Eveready Industries India Limited,531508,EVEREADY,5,Non-Durable Household Prod.
INE295A01018,Everest Industries Limited,508906,EVERESTIND,10,Cement And Cement Products
INE678H01010,Everonn Education Limited,532876,EVERONN,10,Education
INE223G01017,Excel Crop Care Limited,532511,EXCELCROP,5,Agrochemicals
INE369A01029,Excel Industries Limited,500650,EXCELINDUS,5,Agrochemicals
INE688J01015,Excel Infoways Limited,533090,EXCELINFO,10,BPO/KPO
INE302A01020,Exide Industries Limited,500086,EXIDEIND,1,Auto Parts And Equipment
INE188A01015,Fertilizers and Chemicals Travancore Limited,524244,FACT,10,0
INE513A01014,FAG Bearings India Limited,505790,FAGBEARING,10,Industrial Machinery
INE890I01035,Farmax India Limited,590094,FARMAXIND,1,Household Products
INE220J01025,Future Consumer Enterprise Limited,533400,FCEL,6,Investment Companies
INE512B01022,FCS Software Solutions Limited,532666,FCSSOFT,1,IT Consulting And Software
INE258B01022,FDC Limited,531599,FDC,1,Pharmaceuticals
INE249C01011,Fedders Lloyd Corporation Limited,500139,FEDDERLOYD,10,Other Elect.Equip./ Prod.
INE171A01029,The Federal Bank  Limited,500469,FEDERALBNK,2,Banks
INE737H01014,Fiem Industries Limited,532768,FIEMIND,10,Auto Parts And Equipment
INE816B01019,Filatex India Limited,526227,FILATEX,10,Textiles
INE111B01023,Financial Technologies (India) Limited,526881,FINANTECH,2,IT Consulting And Software
INE235A01022,Finolex Cables Limited,500144,FINCABLES,2,Other Elect.Equip./ Prod.
INE183A01016,Finolex Industries Limited,500940,FINPIPE,10,Plastic Products
INE492B01019,First Leasing Company of India Limited,500145,FIRSTLEASE,10,Finance (including NBFCs)
INE315J01015,First Winner Industries Limited,532996,FIRSTWIN,10,Textiles
INE060J01017,Flexituff International Limited,533638,FLEXITUFF,10,Plastic Products
INE452O01016,Future Lifestyle Fashions Limited,536507,FLFL,2,Department Stores
INE529A01010,Federal-Mogul Goetze (India) Limited.,505744,FMGOETZE,10,Auto Parts And Equipment
INE360L01017,Future Market Networks Limited,533296,FMNL,10,Department Stores
INE061F01013,Fortis Healthcare Limited,532843,FORTIS,10,Healthcare Facilities
INE519A01011,Foseco India Limited,500150,FOSECOIND,10,Commodity Chemicals
INE623B01027,Future Retail Limited,523574,FRL,2,Department Stores
IN9623B01058,Future Retail Limited,570002,FRLDVR,2,Department Stores
INE684F01012,Firstsource Solutions Limited,532809,FSL,10,BPO/KPO
INE524A01029,Gabriel India Limited,505714,GABRIEL,1,Auto Parts And Equipment
INE036B01022,Gujarat Ambuja Exports Limited,524226,GAEL,2,Other Agricultural Products
INE129A01019,GAIL (India) Limited,532155,GAIL,10,Utilities:Non-Elec.
INE482J01013,Gyscoal Alloys Limited,533275,GAL,10,Iron And Steel/Interm.Products
INE297H01019,Gallantt Metal Limited,532726,GALLANTT,10,Iron And Steel/Interm.Products
INE528K01011,Gallantt Ispat Limited,533265,GALLISPAT,10,Iron And Steel/Interm.Products
INE181G01025,Gammon Infrastructure Projects Limited,532959,GAMMNINFRA,2,Construction And Engineering
INE259B01020,Gammon India Limited,509550,GAMMONIND,2,Construction And Engineering
INE524B01027,Gandhi Special Tubes Limited,513108,GANDHITUBE,5,Iron And Steel Products
INE460C01014,Ganesh Housing Corporation Limited,526367,GANESHHOUC,10,Realty
INE670B01028,Gangotri Textiles Limited,521176,GANGOTRI,5,Textiles
INE526A01016,Garden Silk Mills Limited,500155,GARDENSILK,10,Textiles
INE276A01018,Garware  Wall Ropes Limited,509557,GARWALLROP,10,Textiles
INE152B01027,GATI Limited,532345,GATI,2,Transportation - Logistics
INE336H01015,Gayatri Projects Limited,532767,GAYAPROJ,10,Construction And Engineering
INE852F01015,Gateway Distriparks Limited,532622,GDL,10,Transportation - Logistics
INE916G01016,GeeCee Ventures Limited,532764,GEECEE,10,Commodity Chemicals
INE599B01011,GEI Industrial Systems Limited,530743,GEINDSYS,10,Industrial Machinery
INE878C01033,Gemini Communication Limited,532318,GEMINI,1,IT Networking Equipment
INE727B01026,Genesys International Corporation Limited,506109,GENESYS,5,IT Software Products
INE955D01029,Genus Power Infrastructures Limited,530343,GENUSPOWER,1,Other Elect.Equip./ Prod.
INE007B01023,Geojit BNP Paribas Financial Services Limited,532285,GEOJITBNPP,1,Other Financial Services
INE797A01021,Geometric Limited,532312,GEOMETRIC,2,IT Consulting And Software
INE017A01032,The Great Eastern Shipping Company Limited,500620,GESHIP,10,Shipping
INE539A01019,GHCL Limited,500171,GHCL,10,Commodity Chemicals
INE289B01019,GIC Housing Finance Limited,511676,GICHSGFIN,10,Housing Finance 
INE047B01011,Gillanders Arbuthnot & Company Limited,532716,GILLANDERS,10,Diversified
INE322A01010,Gillette India Limited,507815,GILLETTE,10,Personal Products
INE424C01010,Ginni Filaments Limited,523325,GINNIFILA,10,0
INE162A01010,Gujarat Industries Power Company Limited,517300,GIPCL,10,Electric Utilities
INE065J01016,GI Engineering Solutions Limited,533048,GISOLUTION,10,Construction And Engineering
INE346H01014,Gitanjali Gems Limited,532715,GITANJALI,10,Other Apparels And Accessories
INE265D01015,GKB Ophthalmics Limited,533212,GKB,10,Healthcare Services
INE159A01016,GlaxoSmithKline Pharmaceuticals Limited,500660,GLAXO,10,Pharmaceuticals
INE935A01035,Glenmark Pharmaceuticals Limited,532296,GLENMARK,1,Pharmaceuticals
INE540A01017,Gujarat Lease Financing Limited,500174,GLFL,10,Finance (including NBFCs)
INE792H01019,Global Vectra Helicorp Limited,532773,GLOBALVECT,10,Airlines
INE446C01013,Global Offshore Services Limited,501848,GLOBOFFS,10,Shipping
INE615I01010,Globus Spirits Limited,533104,GLOBUSSPR,10,Breweries And Distilleries
INE932G01021,Glodyne Technoserve Limited,532672,GLODYNE,6,IT Consulting And Software
INE075D01018,GM Breweries Limited,507488,GMBREW,10,Breweries And Distilleries
INE131A01031,Gujarat Mineral Development Corporation Limited,532181,GMDCLTD,2,Coal
INE776C01039,GMR Infrastructure Limited,532754,GMRINFRA,1,Electric Utilities
INE113A01013,Gujarat Narmada Valley Fertilizers and Chemicals Limited,500670,GNFC,10,Fertilizers
INE426D01013,Goa Carbon Limited,509567,GOACARBON,10,Refineries/ Petro-Products
INE260B01010,Godfrey Phillips India Limited,500163,GODFRYPHLP,10,Cigarettes-Tobacco Products
INE102D01028,Godrej Consumer Products Limited,532424,GODREJCP,1,Personal Products
INE233A01035,Godrej Industries Limited,500164,GODREJIND,1,Commodity Chemicals
INE484J01027,Godrej Properties Limited,533150,GODREJPROP,5,Realty
INE516K01024,Goenka Diamond and Jewels Limited,533189,GOENKA,1,Other Apparels And Accessories
INE887G01027,Gokaldas Exports Limited,532630,GOKEX,5,Other Apparels And Accessories
INE020J01029,Gokul Refoils and Solvent Limited,532980,GOKUL,2,Edible Oils
INE973A01010,Golden Tobacco Limited,500151,GOLDENTOBC,10,Cigarettes-Tobacco Products
INE025B01017,Goldiam International Limited,526729,GOLDIAM,10,Other Apparels And Accessories
INE260D01016,Goldstone Infratech Limited,532439,GOLDINFRA,4,Industrial Machinery
INE805A01014,Goldstone Technologies Limited,531439,GOLDTECH,10,IT Consulting And Software
INE177H01013,Godawari Power And Ispat limited,532734,GPIL,10,Iron And Steel/Interm.Products
INE517F01014,Gujarat Pipavav Port Limited,533248,GPPL,10,Marine Port And Services
INE101D01012,Granules India Limited,532482,GRANULES,10,Pharmaceuticals
INE371A01025,Graphite India Limited,509488,GRAPHITE,2,Other Industrial Goods
INE047A01013,Grasim Industries Limited,500300,GRASIM,10,Textiles
INE047A01013,Grasim Industries Limited,500300,GRASIM,10,Textiles
INE024L01027,Gravita India Limited,533282,GRAVITA,2,Other Non-Ferrous Metals
INE224A01026,Greaves Cotton Limited,501455,GREAVESCOT,2,Industrial Machinery
INE217G01027,Green Fire Agri Commodities Limited,590057,GREENFIRE,1,IT Software Products
INE461C01020,Greenply Industries Limited,526797,GREENPLY,5,Forest Products
INE999K01014,Orient Green Power Company Limited,533263,GREENPOWER,10,Electric Utilities
INE536A01023,Grindwell Norton Limited,506076,GRINDWELL,5,Other Industrial Products
INE580B01029,Gruh Finance Limited,511288,GRUH,2,Housing Finance 
INE542A01039,Gujarat Sidhee Cement Limited,518029,GSCLCEMENT,10,Cement And Cement Products
INE026A01025,Gujarat State Fertilizers & Chemicals Limited,500690,GSFC,2,Fertilizers
INE264A01014,GlaxoSmithKline Consumer Healthcare Limited,500676,GSKCONS,10,Packaged Foods
INE787A01022,GSL Nova Petrochemicals Limited,530605,GSLNOVA,5,Textiles
INE246F01010,Gujarat State Petronet Limited,532702,GSPL,10,Utilities:Non-Elec.
INE871H01011,GSS Infotech Limited,532951,GSS,10,IT Consulting And Software
INE871H01011,GSS Infotech Limited,532951,GSS,10,IT Consulting And Software
INE043A01012,GTL Limited,500160,GTL,10,Other Telecom Services
INE221H01019,GTL Infrastructure Limited,532775,GTLINFRA,10,Telecom Equipment
INE537A01013,GTN Industries Limited,500170,GTNIND,10,Textiles
INE302H01017,GTN Textiles Limited,532744,GTNTEX,10,Textiles
INE892H01017,GOL Offshore Limited,532786,GTOFFSHORE,10,Oil Equipment And Services
INE742B01025,Gufic Biosciences Limited,509079,GUFICBIO,1,Pharmaceuticals
INE186A01019,Gujarat Alkalies and Chemicals Limited,530001,GUJALKALI,10,Commodity Chemicals
INE826C01016,Gujarat Apollo Industries Limited,522217,GUJAPOLLO,10,Commercial Vehicles
INE538A01037,Gujarat Fluorochemicals Limited,500173,GUJFLUORO,1,Industrial Gases
INE110D01013,Gujarat NRE Coke Limited,512579,GUJNRECOKE,10,Coal
IN9110D01011,Gujarat NRE Coke Limited,570003,GUJNREDVR,10,Coal
INE374A01029,Gujarat Gas Company Limited,523477,GUJRATGAS,2,Utilities:Non-Elec.
INE944A01011,Gujarat State Financial Corporation,532160,GUJSTATFIN,10,Financial Institutions
INE077F01035,Gulf Oil Corporation Limited,506480,GULFCORP,2,Oil Marketing And Distribution
INE635Q01029,Gulf Oil Lubricants India Limited,538567,GULFOILLUB,2,Oil Marketing And Distribution
INE251H01024,GVK Power & Infrastructure Limited,532708,GVKPIL,1,Electric Utilities
INE648H01013,Hanung Toys and Textiles Limited,532770,HANUNG,10,Furniture-Furnishing-Paints
INE939D01015,Harita Seating Systems Limited,590043,HARITASEAT,10,Auto Parts And Equipment
INE544A01019,Harrisons  Malayalam Limited,500467,HARRMALAYA,10,Auto Tyres And Rubber Products
INE982F01028,Hathway Cable & Datacom Limited,533162,HATHWAY,10,Broadcasting And Cable TV
INE473B01035,Hatsun Agro Product Limited,531531,HATSUN,1,Packaged Foods
INE176B01034,Havells India Limited,517354,HAVELLS,1,Other Elect.Equip./ Prod.
INE292B01021,HBL Power Systems Limited,517271,HBLPOWER,1,Other Elect.Equip./ Prod.
INE550B01014,HB Stockholdings Limited,532216,HBSTOCK,10,Finance (including NBFCs)
INE549A01026,Hindustan Construction Company Limited,500185,HCC,1,Construction And Engineering
INE019C01026,Himadri Chemicals and Industries Limited,500184,HCIL,1,Commodity Chemicals
INE236A01020,HCL Infosystems Limited,500179,HCL-INSYS,2,Computer Hardware
INE860A01027,HCL Technologies Limited,532281,HCLTECH,2,IT Consulting And Software
INE001A01036,Housing Development Finance Corporation Limited,500010,HDFC,2,Housing Finance 
INE040A01026,HDFC Bank Limited,500180,HDFCBANK,2,Banks
INE040A01026,HDFC Bank Limited,500180,HDFCBANK,2,Banks
INE191I01012,Housing Development and Infrastructure Limited,532873,HDIL,10,Realty
INE545A01016,HEG Limited,509631,HEG,10,Other Industrial Goods
INE578A01017,HeidelbergCement India Limited,500292,HEIDELBERG,10,Cement And Cement Products
INE674B01012,Helios And Matheson Information Technology Limited,532347,HELIOSMATH,10,IT Consulting And Software
INE688E01024,Hercules Hoists Limited,505720,HERCULES,1,Industrial Machinery
INE978A01019,Heritage Foods Limited,519552,HERITGFOOD,10,Packaged Foods
INE158A01026,Hero MotoCorp Limited,500182,HEROMOTOCO,2,2/3 Wheelers
INE750M01017,Hexa Tradex Limited,534328,HEXATRADEX,2,Comm.Trading  And Distribution
INE093A01033,Hexaware Technologies Limited,532129,HEXAWARE,2,IT Consulting And Software
INE548A01028,Himachal Futuristic Communications Limited,500183,HFCL,1,Telecom Cables
INE170I01016,Hinduja Global Solutions Limited,532859,HGS,10,BPO/KPO
INE475B01014,Hikal Limited,524735,HIKAL,10,Pharmaceuticals
INE557A01011,HIL Limited,509675,HIL,10,Cement And Cement Products
INE788H01017,Hilton Metal Forging Limited,532847,HILTON,10,Other Industrial Products
INE049A01027,Himatsingka Seide Limited,514043,HIMATSEIDE,5,Textiles
INE038A01020,Hindalco Industries Limited,500440,HINDALCO,1,Aluminium
INE310C01011,Hindustan Composites Limited,509635,HINDCOMPOS,10,Auto Parts And Equipment
INE531E01026,Hindustan Copper Limited,513599,HINDCOPPER,5,Copper
INE551A01022,Hindustan Dorr-Oliver Limited,509627,HINDDORROL,2,Construction And Engineering
INE253A01025,Hindustan Motors Limited,500500,HINDMOTORS,5,Cars And Utility Vehicles
INE952A01022,Hindusthan National Glass & Industries Limited,515145,HINDNATGLS,2,Containers And Packaging
INE345A01011,Hindustan Oil Exploration Company Limited,500186,HINDOILEXP,10,Exploration And Production
INE094A01015,Hindustan Petroleum Corporation Limited,500104,HINDPETRO,10,Refineries/ Petro-Products
INE155B01012,Hind Syntex Limited,503881,HINDSYNTEX,10,Textiles
INE291F01016,Hinduja Foundries Limited,505982,HINDUJAFO,10,Other Industrial Products
INE353A01023,Hinduja Ventures Limited,500189,HINDUJAVEN,10,Broadcasting And Cable TV
INE030A01027,Hindustan Unilever Limited,500696,HINDUNILVR,1,Personal Products
INE267A01025,Hindustan Zinc Limited,500188,HINDZINC,2,Zinc
INE835D01023,Hind Rectifiers Limited,504036,HIRECT,2,Electronic Components
INE782A01015,Hitachi Home and Life Solutions (India) Limited,523398,HITACHIHOM,10,Consumer Electronics
INE127B01011,Hi-Tech Gears Limited,522073,HITECHGEAR,10,Auto Parts And Equipment
INE120D01012,Hitech Plast Limited,526217,HITECHPLAS,10,Containers And Packaging
INE262A01018,HMT Limited,500191,HMT,10,Commercial Vehicles
INE871K01015,Hindustan Media Ventures Limited,533217,HMVL,10,Publishing
INE048A01011,Hindustan Organic Chemicals Limited,500449,HOCL,10,Commodity Chemicals
INE671A01010,Honeywell Automation India Limited,517174,HONAUT,10,Other Elect.Equip./ Prod.
INE634A01018,Honda Siel Power Products Limited,522064,HONDAPOWER,10,Industrial Machinery
INE102A01024,Hotel Leela Venture Limited,500193,HOTELEELA,2,Hotels
INE275F01019,Hotel Rugby Limited,526683,HOTELRUGBY,10,Hotels
INE596H01014,HOV Services Limited,532761,HOVS,10,BPO/KPO
INE415A01038,HSIL Limited,500187,HSIL,2,Containers And Packaging
INE501G01024,HT Media Limited,532662,HTMEDIA,2,Publishing
INE703H01016,Hubtown Limited,532799,HUBTOWN,10,Realty
INE473D01015,Hydro S & S Industries Limited,524019,HYDROS&S,10,Plastic Products
INE834M01019,Indiabulls Infrastructure and Power Limited,534597,IBIPL,2,Electric Utilities
INE399K01017,Indiabulls Power Limited,533122,IBPOW,10,Electric Utilities
INE069I01010,Indiabulls Real Estate Limited,532832,IBREALEST,2,Realty
INE274G01010,Indiabulls Securities Limited,532960,IBSEC,2,Other Financial Services
INE148I01020,Indiabulls Housing Finance Limited,535789,IBULHSGFIN,2,Housing Finance 
INE126M01010,Indiabulls Wholesale Services Limited,533520,IBWSL,2,Comm.Trading  And Distribution
INE090A01013,ICICI Bank Limited,532174,ICICIBANK,10,Banks
INE483B01018,Indo Count Industries Limited,521016,ICIL,10,Textiles
INE725G01011,ICRA Limited,532835,ICRA,10,Other Financial Services
INE306B01029,ICSA (India) Limited,531524,ICSA,2,Other Elect.Equip./ Prod.
INE008A01015,IDBI Bank Limited,500116,IDBI,10,Banks
INE669E01016,Idea Cellular Limited,532822,IDEA,10,Telecom Services
INE043D01016,IDFC Limited,532659,IDFC,10,Finance (including NBFCs)
INE043D01016,IDFC Limited,532659,IDFC,10,Finance (including NBFCs)
INE076C01018,IFB Agro Industries Limited,507438,IFBAGRO,10,Breweries And Distilleries
INE559A01017,IFB Industries Limited,505726,IFBIND,10,Household Appliances
INE039A01010,IFCI Limited,500106,IFCI,10,Financial Institutions
INE023B01012,IFGL Refractories Limited,532133,IFGLREFRAC,10,Other Industrial Goods
INE188B01013,Igarashi Motors India Limited,517380,IGARASHI,10,Auto Parts And Equipment
INE203G01019,Indraprastha Gas Limited,532514,IGL,10,Utilities:Non-Elec.
INE204A01010,IG Petrochemicals Limited,500199,IGPL,10,Commodity Chemicals
INE530B01024,IIFL Holdings Limited,532636,IIFL,2,Other Financial Services
INE886A01014,Industrial Investment Trust Limited,501295,IITL,10,Finance (including NBFCs)
INE369I01014,IL&FS Engineering and Construction Company Limited,532907,IL&FSENGG,10,Construction And Engineering
INE975G01012,IL&FS Transportation Networks Limited,533177,IL&FSTRANS,10,Roads And Highways
INE919H01018,Indian Metals & Ferro Alloys Limited,533047,IMFA,10,Iron And Steel/Interm.Products
INE547E01014,India Motor Parts and Accessories Limited,590065,IMPAL,10,Comm.Trading  And Distribution
INE691G01015,Impex Ferro Tech Limited,532614,IMPEXFERRO,10,Iron And Steel/Interm.Products
INE841B01017,Indbank Merchant Banking Services Limited,511473,INDBANK,10,Other Financial Services
INE053A01029,The Indian Hotels Company Limited,500850,INDHOTEL,1,Hotels
INE383A01012,The India Cements Limited,530005,INDIACEM,10,Cement And Cement Products
INE560A01015,India Glycols Limited,500201,INDIAGLYCO,10,Commodity Chemicals
INE562A01011,Indian Bank,532814,INDIANB,10,Banks
INE061A01014,Indian Card Clothing Company Limited,509692,INDIANCARD,10,Textiles
INE323C01030,Indian Hume Pipe Company Limited,504741,INDIANHUME,2,Cement And Cement Products
INE065B01013,IMP Powers Limited,517571,INDLMETER,10,Heavy Electrical Equipment
INE092B01017,India Nippon Electricals Limited,532240,INDNIPPON,10,Auto Parts And Equipment
INE873D01024,Indoco Remedies Limited,532612,INDOCO,2,Pharmaceuticals
INE156A01020,Indo Rama Synthetics (India) Limited,500207,INDORAMA,10,Textiles
INE866K01015,Indosolar Limited,533257,INDOSOLAR,10,Other Elect.Equip./ Prod.
INE332H01014,Indo Tech Transformers Limited,532717,INDOTECH,10,Heavy Electrical Equipment
INE337M01013,Indo Thai Securities Limited,533676,INDOTHAI,10,Other Financial Services
INE227G01018,Indowind Energy Limited,532894,INDOWIND,10,Electric Utilities
INE681B01017,Indraprastha Medical Corporation Limited,532150,INDRAMEDCO,10,Healthcare Facilities
INE915B01019,Ind-Swift Laboratories Limited,532305,INDSWFTLAB,10,Pharmaceuticals
INE788B01028,Ind-Swift Limited,524652,INDSWFTLTD,2,Pharmaceuticals
INE611L01013,Indian Terrain Fashions Limited,533329,INDTERRAIN,10,Other Apparels And Accessories
INE025I01012,Indus Fila Limited,532821,INDUSFILA,10,Textiles
INE095A01012,IndusInd Bank Limited,532187,INDUSINDBK,10,Banks
INE095A01012,IndusInd Bank Limited,532187,INDUSINDBK,10,Banks
INE486J01014,Infinite Computer Solutions (India) Limited,533154,INFINITE,10,IT Consulting And Software
INE804D01011,Info-Drive Software Limited,530703,INFODRIVE,10,IT Consulting And Software
INE669A01022,INFOMEDIA PRESS LIMITED,509069,INFOMEDIA,10,Publishing
INE121J01017,Bharti Infratel Limited,534816,INFRATEL,10,Other Telecom Services
INE009A01021,Infosys Limited,500209,INFY,5,IT Consulting And Software
INE177A01018,Ingersoll Rand (India) Limited,500210,INGERRAND,10,Industrial Machinery
INE166A01011,ING Vysya Bank Limited,531807,INGVYSYABK,10,Banks
INE166A01011,ING Vysya Bank Limited,531807,INGVYSYABK,10,Banks
INE549I01011,Innoventive Industries Limited,533402,INNOIND,10,Iron And Steel Products
INE312H01016,INOX Leisure Limited,532706,INOXLEISUR,10,Specialty Retail
INE070I01018,Insecticides (India) Limited,532851,INSECTICID,10,Agrochemicals
INE418N01027,Integra Garments and Textiles Limited,535958,INTEGRA,3,Other Apparels And Accessories
INE878H01016,Inventure Growth & Securities Limited,533506,INVENTURE,10,Other Financial Services
INE565A01014,Indian Overseas Bank,532388,IOB,10,Banks
INE242A01010,Indian Oil Corporation Limited,530965,IOC,10,Oil Marketing And Distribution
INE485C01011,IOL Chemicals and Pharmaceuticals Limited,524164,IOLCP,10,Commodity Chemicals
INE435A01028,International Paper APPM Limited,502330,IPAPPM,10,Paper And Paper Products
INE571A01020,IPCA Laboratories Limited,524494,IPCALAB,2,Pharmaceuticals
INE571A01020,IPCA Laboratories Limited,524494,IPCALAB,2,Pharmaceuticals
INE558A01019,IP Rings Limited,523638,IPRINGLTD,10,Auto Parts And Equipment
INE821I01014,IRB Infrastructure Developers Limited,532947,IRB,10,Roads And Highways
INE566K01011,Intrasoft Technologies Limited,533181,ISFT,10,Internet Software And Services
INE732F01019,ISMT Limited,532479,ISMTLTD,5,Iron And Steel/Interm.Products
INE154A01025,ITC Limited,500875,ITC,1,Cigarettes-Tobacco Products
INE686A01018,ITD Cementation India Limited,509496,ITDCEM,10,Construction And Engineering
INE248A01017,ITI Limited,523610,ITI,10,Telecom Equipment
INE050B01023,IL&FS Investment Managers Limited,511208,IVC,2,Asset Management Cos.
INE043C01018,IVP Limited,507580,IVP,10,Commodity Chemicals
INE875A01025,IVRCL Limited,530773,IVRCLINFRA,2,Construction And Engineering
INE168A01041,The Jammu & Kashmir Bank Limited,532209,J&KBANK,1,Banks
INE199G01027,Jagran Prakashan Limited,532705,JAGRAN,2,Publishing
INE048B01027,Jagsonpal Pharmaceuticals Limited,507789,JAGSNPHARM,5,Pharmaceuticals
INE091G01018,Jai Balaji Industries Limited,532976,JAIBALAJI,10,Iron And Steel/Interm.Products
INE070D01027,Jai Corp Limited,512237,JAICORPLTD,1,Iron And Steel/Interm.Products
INE343D01010,Jaihind Projects Limited,531339,JAIHINDPRO,10,Construction And Engineering
INE486B01011,Jain Studios Limited,532033,JAINSTUDIO,10,Broadcasting And Cable TV
INE039C01016,Jamna Auto Industries Limited,520051,JAMNAAUTO,10,Auto Parts And Equipment
INE785A01026,Jayant Agro Organics Limited,524330,JAYAGROGN,5,Specialty Chemicals
INE571B01028,Jay Bharat Maruti Limited,520066,JAYBARMARU,5,Auto Parts And Equipment
INE854B01010,Jayaswal Neco Industries Limited,522285,JAYNECOIND,10,Iron And Steel/Interm.Products
INE364A01020,Jayshree Tea & Industries Limited,509715,JAYSREETEA,5,Tea And Coffee
INE572A01028,JB Chemicals & Pharmaceuticals Limited,506943,JBCHEPHARM,2,Pharmaceuticals
INE187A01017,JBF Industries Limited,514034,JBFIND,10,Fibres And Plastics
INE927D01028,JBM Auto Limited,532605,JBMA,5,Auto Parts And Equipment
INE264B01020,JCT Electronics Limited,500222,JCTEL,1,Consumer Electronics
INE819B01021,Jenson & Nicholson (India) Limited,523592,JENSONICOL,2,Furniture-Furnishing-Paints
INE802G01018,Jet Airways (India) Limited,532617,JETAIRWAYS,10,Airlines
INE180E01014,The Jeypore Sugar Company Limited,590054,JEYPORE,10,Sugar
INE544H01014,JHS Svendgaard Laboratories Limited,532771,JHS,10,Personal Products
INE026B01049,JIK Industries Limited,511618,JIKIND,10,Comm.Trading  And Distribution
INE796G01012,Jindal Photo Limited,532624,JINDALPHOT,10,Photographic Products
INE197D01010,Jindal Poly Films Limited,500227,JINDALPOLY,10,Commodity Chemicals
INE324A01024,Jindal Saw Limited,500378,JINDALSAW,2,Construction And Engineering
INE749A01030,Jindal Steel & Power Limited,532286,JINDALSTEL,1,Iron And Steel/Interm.Products
INE904J01016,Jindal Cotex Limited,533103,JINDCOT,10,Textiles
INE742C01031,Jindal Drilling And Industries Limited,511034,JINDRILL,5,Exploration And Production
INE247D01013,Jindal Worldwide Limited,531543,JINDWORLD,10,Textiles
IN9175A01010,Jain Irrigation Systems Limited,570004,JISLDVREQS,2,Plastic Products
INE175A01038,Jain Irrigation Systems Limited,500219,JISLJALEQS,2,Plastic Products
